GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
MRC26	-3.54	2	-1.45	0.0739	131	0.916	0.926	1871	0.987
FZXVQ1	-3.54	2	-1.45	0.0742	132	0.916	0.926	1870	0.987
BXNDH986	-3.54	2	-1.45	0.0742	133	0.916	0.926	1869	0.987
TJSCE732	-3.52	2	-1.44	0.0751	134	0.916	0.925	1868	0.987
XNHKQ136	-3.52	2	-1.44	0.0751	135	0.916	0.925	1867	0.987
URU37	-3.51	2	-1.43	0.0763	136	0.916	0.924	1866	0.987
BYJXN721	-3.50	2	-1.43	0.0765	137	0.916	0.923	1865	0.987
MDVE04	-3.50	2	-1.43	0.0767	138	0.916	0.923	1864	0.987
JAKL71	-3.49	2	-1.42	0.0772	139	0.916	0.923	1863	0.987
MCU12	-3.49	2	-1.42	0.0775	140	0.916	0.922	1862	0.987
UWUD14	-3.48	2	-1.42	0.0783	141	0.916	0.922	1861	0.987
LTNCU4	-3.47	2	-1.41	0.0792	142	0.916	0.921	1860	0.987
EMDJ6	-3.46	2	-1.41	0.0796	143	0.916	0.92	1859	0.987
AFA59	-3.45	2	-1.40	0.0803	144	0.916	0.92	1858	0.987
IHGY804	-3.45	2	-1.40	0.0804	145	0.916	0.92	1857	0.987
VQK296	-3.44	2	-1.39	0.0816	146	0.916	0.918	1856	0.987
JEOXY4	-3.43	2	-1.39	0.0818	147	0.916	0.918	1855	0.987
CUSRN59	-3.43	2	-1.39	0.082	148	0.916	0.918	1854	0.987
HHLPX03	-3.43	2	-1.39	0.0821	149	0.916	0.918	1853	0.987
XHEAJ657	-3.42	2	-1.38	0.083	150	0.916	0.917	1852	0.987
SQUVZ156	-3.42	2	-1.38	0.0831	151	0.916	0.917	1851	0.987
YZOG409	-3.41	2	-1.38	0.0834	152	0.916	0.917	1850	0.987
FBLRT31	-3.41	2	-1.38	0.0836	153	0.916	0.916	1849	0.987
NQJGE0	-3.40	2	-1.38	0.0842	154	0.916	0.916	1848	0.987
PBUI30	-3.40	2	-1.37	0.0848	155	0.916	0.915	1847	0.987
UPNSR601	-3.39	2	-1.37	0.085	156	0.916	0.915	1846	0.987
VKJBG2	-3.39	2	-1.37	0.0851	157	0.916	0.915	1845	0.987
XZQI3	-3.38	2	-1.37	0.0859	158	0.916	0.914	1844	0.987
GHMS31	-3.38	2	-1.36	0.0862	159	0.916	0.914	1843	0.987
VQT5	-3.37	2	-1.36	0.0866	160	0.916	0.913	1842	0.987
TFL78	-3.36	2	-1.35	0.088	161	0.916	0.912	1841	0.987
OED3	-3.35	2	-1.35	0.0882	162	0.916	0.912	1840	0.987
RPO754	-3.35	2	-1.35	0.0884	163	0.916	0.912	1839	0.987
UIGMC20	-3.33	2	-1.34	0.0901	164	0.916	0.91	1838	0.987
XIBEN746	-3.33	2	-1.34	0.0904	165	0.916	0.91	1837	0.987
FVIFU0	-3.31	2	-1.33	0.0918	166	0.916	0.908	1836	0.987
NPR96	-3.31	2	-1.33	0.0918	167	0.916	0.908	1835	0.987
ARXTA96	-3.28	2	-1.31	0.0946	168	0.916	0.905	1834	0.987
LFBLJ63	-3.28	2	-1.31	0.0947	169	0.916	0.905	1833	0.987
PDW152	-3.28	2	-1.31	0.0948	170	0.916	0.905	1832	0.987
CKU5	-3.27	2	-1.31	0.0951	171	0.916	0.905	1831	0.987
MPHV40	-3.27	2	-1.31	0.0952	172	0.916	0.905	1830	0.987
NNB29	-3.27	2	-1.31	0.0952	173	0.916	0.905	1829	0.987
FFHQV7	-3.27	2	-1.31	0.0957	174	0.916	0.904	1828	0.987
KITMX95	-3.26	2	-1.30	0.0961	175	0.916	0.904	1827	0.987
VOQKW42	-3.26	2	-1.30	0.0964	176	0.916	0.904	1826	0.987
WZMU8	-3.25	2	-1.30	0.097	177	0.916	0.903	1825	0.987
EBT51	-3.25	2	-1.30	0.097	178	0.916	0.903	1824	0.987
NXAKN204	-3.25	2	-1.30	0.0974	179	0.916	0.903	1823	0.987
EZH7	-3.24	2	-1.29	0.0977	180	0.916	0.902	1822	0.987
LKU741	-3.24	2	-1.29	0.0978	181	0.916	0.902	1821	0.987
ONFQI273	-3.24	2	-1.29	0.098	182	0.916	0.902	1820	0.987
CLFX98	-3.24	2	-1.29	0.0981	183	0.916	0.902	1819	0.987
HVCKS963	-3.24	2	-1.29	0.0983	184	0.916	0.902	1818	0.987
TPV3	-3.23	2	-1.29	0.0991	185	0.916	0.901	1817	0.987
MUOS2	-3.22	2	-1.28	0.0997	186	0.916	0.9	1816	0.987
DDZM42	-3.22	2	-1.28	0.0998	187	0.916	0.9	1815	0.987
GAFC49	-3.22	2	-1.28	0.1	188	0.916	0.9	1814	0.987
AVOFU60	-3.20	2	-1.27	0.102	189	0.916	0.898	1813	0.987
KXR197	-3.20	2	-1.27	0.102	190	0.916	0.898	1812	0.987
SUSIH3	-3.20	2	-1.27	0.102	191	0.916	0.898	1811	0.987
QBIG82	-3.19	2	-1.27	0.102	192	0.916	0.898	1810	0.987
TRK90	-3.19	2	-1.27	0.102	193	0.916	0.898	1809	0.987
LFZKR9	-3.19	2	-1.27	0.103	194	0.916	0.897	1808	0.987
HFSA08	-3.19	2	-1.27	0.103	195	0.916	0.897	1807	0.987
FVY65	-3.18	2	-1.26	0.103	196	0.916	0.897	1806	0.987
EAO35	-3.18	2	-1.26	0.103	197	0.916	0.897	1805	0.987
AAM24	-3.18	2	-1.26	0.103	198	0.916	0.897	1804	0.987
QNG48	-3.18	2	-1.26	0.103	199	0.916	0.897	1803	0.987
FCZQE68	-3.18	2	-1.26	0.104	200	0.916	0.896	1802	0.987
IURB59	-3.16	2	-1.25	0.105	201	0.916	0.895	1801	0.987
PHKOI2	-3.16	2	-1.25	0.105	202	0.916	0.895	1800	0.987
HWAI401	-3.16	2	-1.25	0.105	203	0.916	0.895	1799	0.987
IETPZ906	-3.16	2	-1.25	0.106	204	0.916	0.894	1798	0.987
ELF7	-3.15	2	-1.25	0.106	205	0.916	0.894	1797	0.987
EUBC8	-3.14	2	-1.24	0.107	206	0.916	0.893	1796	0.987
ZDYPV81	-3.14	2	-1.24	0.107	207	0.916	0.893	1795	0.987
LGB8	-3.14	2	-1.24	0.107	208	0.916	0.893	1794	0.987
UVIKA3	-3.13	2	-1.24	0.108	209	0.916	0.892	1793	0.987
IQEIB58	-3.13	2	-1.24	0.108	210	0.916	0.892	1792	0.987
CPV8	-3.12	2	-1.23	0.109	211	0.916	0.891	1791	0.987
OZDM7	-3.12	2	-1.23	0.109	212	0.916	0.891	1790	0.987
XXNLB5	-3.12	2	-1.23	0.109	213	0.916	0.891	1789	0.987
CFNQC942	-3.12	2	-1.23	0.109	214	0.916	0.891	1788	0.987
NLON71	-3.12	2	-1.23	0.109	215	0.916	0.891	1787	0.987
IHGDM98	-3.11	2	-1.23	0.11	216	0.916	0.89	1786	0.987
JAR7	-3.10	2	-1.22	0.111	217	0.916	0.889	1785	0.987
OPRJ089	-3.08	2	-1.21	0.112	218	0.916	0.888	1784	0.987
ITKR371	-3.08	2	-1.21	0.113	219	0.916	0.887	1783	0.987
SCFSR53	-3.08	2	-1.21	0.113	220	0.916	0.887	1782	0.987
ZPRJF4	-3.08	2	-1.21	0.113	221	0.916	0.887	1781	0.987
ACLZI68	-3.07	2	-1.20	0.114	222	0.916	0.886	1780	0.987
KOFE4	-3.06	2	-1.20	0.115	223	0.916	0.885	1779	0.987
AKJM96	-3.06	2	-1.20	0.115	224	0.916	0.885	1778	0.987
UIHJ946	-3.06	2	-1.20	0.115	225	0.916	0.885	1777	0.987
YIR64	-3.05	2	-1.19	0.116	226	0.916	0.884	1776	0.987
ASHM95	-3.04	2	-1.19	0.116	227	0.916	0.884	1775	0.987
YOFCD5	-3.04	2	-1.19	0.117	228	0.916	0.883	1774	0.987
GYHD163	-3.04	2	-1.19	0.117	229	0.916	0.883	1773	0.987
VWD9	-3.03	2	-1.19	0.118	230	0.916	0.882	1772	0.987
DPN8	-3.03	2	-1.19	0.118	231	0.916	0.882	1771	0.987
IPWN0	-3.03	2	-1.18	0.118	232	0.916	0.882	1770	0.987
JUX741	-3.02	2	-1.18	0.119	233	0.916	0.881	1769	0.987
LGM154	-3.01	2	-1.17	0.12	234	0.916	0.88	1768	0.987
QRVE497	-3.00	2	-1.17	0.121	235	0.916	0.879	1767	0.987
QBZ527	-3.00	2	-1.17	0.121	236	0.916	0.879	1766	0.987
GYI894	-3.00	2	-1.17	0.121	237	0.916	0.879	1765	0.987
FQPJF04	-3.00	2	-1.17	0.121	238	0.916	0.879	1764	0.987
PADJV79	-2.99	2	-1.17	0.122	239	0.916	0.878	1763	0.987
LVOU246	-2.99	2	-1.16	0.122	240	0.916	0.878	1762	0.987
TTKY2	-2.98	2	-1.16	0.123	241	0.916	0.877	1761	0.987
WCAZ8	-2.98	2	-1.16	0.123	242	0.916	0.877	1760	0.987
RBC273	-2.98	2	-1.16	0.123	243	0.916	0.877	1759	0.987
JNWMB350	-2.98	2	-1.16	0.123	244	0.916	0.877	1758	0.987
AFQ935	-2.98	2	-1.16	0.123	245	0.916	0.877	1757	0.987
MREGZ06	-2.98	2	-1.16	0.124	246	0.916	0.876	1756	0.987
SCW497	-2.98	2	-1.16	0.124	247	0.916	0.876	1755	0.987
MQS126	-2.97	2	-1.15	0.125	248	0.916	0.875	1754	0.987
NHSF4	-2.97	2	-1.15	0.125	249	0.916	0.875	1753	0.987
QBV61	-2.96	2	-1.15	0.125	250	0.916	0.875	1752	0.987
JGPS47	-2.95	2	-1.14	0.126	251	0.916	0.874	1751	0.987
UYVK543	-2.95	2	-1.14	0.126	252	0.916	0.874	1750	0.987
FMYA5	-2.94	2	-1.14	0.128	253	0.916	0.872	1749	0.987
OZLYP96	-2.93	2	-1.14	0.128	254	0.916	0.872	1748	0.987
KLW658	-2.93	2	-1.13	0.129	255	0.916	0.871	1747	0.987
FMWYZ64	-2.92	2	-1.13	0.129	256	0.916	0.871	1746	0.987
MWF70	-2.92	2	-1.13	0.13	257	0.916	0.87	1745	0.987
GHKT37	-2.92	2	-1.13	0.13	258	0.916	0.87	1744	0.987
XQINW135	-2.91	2	-1.12	0.13	259	0.916	0.87	1743	0.987
LGRO94	-2.91	2	-1.12	0.131	260	0.916	0.869	1742	0.987
UXCZI8	-2.90	2	-1.12	0.131	261	0.916	0.869	1741	0.987
NHLWV3	-2.90	2	-1.12	0.132	262	0.916	0.868	1740	0.987
YUFY2	-2.89	2	-1.11	0.133	263	0.916	0.867	1739	0.987
KPSE3	-2.89	2	-1.11	0.133	264	0.916	0.867	1738	0.987
TWUFQ24	-2.88	2	-1.11	0.133	265	0.916	0.867	1737	0.987
KUZN32	-2.88	2	-1.11	0.134	266	0.916	0.866	1736	0.987
IGCOU5	-2.88	2	-1.11	0.134	267	0.916	0.866	1735	0.987
RNV7	-2.87	2	-1.10	0.135	268	0.916	0.865	1734	0.987
HJAHL172	-2.86	2	-1.10	0.136	269	0.916	0.864	1733	0.987
SWPTR64	-2.86	2	-1.10	0.136	270	0.916	0.864	1732	0.987
NIZ173	-2.86	2	-1.10	0.137	271	0.916	0.863	1731	0.987
LPW5	-2.85	2	-1.09	0.137	272	0.916	0.863	1730	0.987
QMFI1	-2.85	2	-1.09	0.137	273	0.916	0.863	1729	0.987
IJRUY04	-2.85	2	-1.09	0.137	274	0.916	0.863	1728	0.987
GTFK34	-2.85	2	-1.09	0.137	275	0.916	0.863	1727	0.987
WRJ14	-2.85	2	-1.09	0.138	276	0.916	0.862	1726	0.987
HNCYQ4	-2.85	2	-1.09	0.138	277	0.916	0.862	1725	0.987
AFRXY45	-2.84	2	-1.09	0.138	278	0.916	0.862	1724	0.987
BWJ418	-2.84	2	-1.09	0.138	279	0.916	0.862	1723	0.987
QRG19	-2.84	2	-1.09	0.138	280	0.916	0.862	1722	0.987
CZX2	-2.84	2	-1.09	0.138	281	0.916	0.862	1721	0.987
LHXQ5	-2.83	2	-1.08	0.139	282	0.916	0.861	1720	0.987
OED451	-2.82	2	-1.08	0.14	283	0.916	0.86	1719	0.987
GGF93	-2.82	2	-1.08	0.14	284	0.916	0.86	1718	0.987
OGYZ31	-2.82	2	-1.08	0.141	285	0.916	0.859	1717	0.987
GOH894	-2.82	2	-1.08	0.141	286	0.916	0.859	1716	0.987
LGEV4	-2.82	2	-1.08	0.141	287	0.916	0.859	1715	0.987
KSEOZ5	-2.82	2	-1.08	0.141	288	0.916	0.859	1714	0.987
VKQV6	-2.82	2	-1.08	0.141	289	0.916	0.859	1713	0.987
AKY487	-2.82	2	-1.08	0.141	290	0.916	0.859	1712	0.987
XRDF96	-2.82	2	-1.08	0.141	291	0.916	0.859	1711	0.987
ZLXRI2	-2.82	2	-1.08	0.141	292	0.916	0.859	1710	0.987
ARP5	-2.81	2	-1.07	0.142	293	0.916	0.858	1709	0.987
QVXRF740	-2.81	2	-1.07	0.142	294	0.916	0.858	1708	0.987
MAZ12	-2.81	2	-1.07	0.142	295	0.916	0.858	1707	0.987
AUHAV1	-2.81	2	-1.07	0.142	296	0.916	0.858	1706	0.987
DYA217	-2.81	2	-1.07	0.142	297	0.916	0.858	1705	0.987
SGVXQ53	-2.80	2	-1.07	0.143	298	0.916	0.857	1704	0.987
TJODX987	-2.80	2	-1.06	0.143	299	0.916	0.857	1703	0.987
AYA2	-2.80	2	-1.06	0.144	300	0.916	0.856	1702	0.987
KTIK897	-2.79	2	-1.06	0.144	301	0.916	0.856	1701	0.987
LNP3	-2.79	2	-1.06	0.144	302	0.916	0.856	1700	0.987
ICLD8	-2.79	2	-1.06	0.144	303	0.916	0.856	1699	0.987
ACZV60	-2.79	2	-1.06	0.144	304	0.916	0.856	1698	0.987
UHS7	-2.79	2	-1.06	0.144	305	0.916	0.856	1697	0.987
FDL5	-2.78	2	-1.06	0.145	306	0.916	0.855	1696	0.987
EONI20	-2.77	2	-1.05	0.146	307	0.916	0.854	1695	0.987
IRQCI9	-2.77	2	-1.05	0.146	308	0.916	0.854	1694	0.987
ORIKP47	-2.77	2	-1.05	0.146	309	0.916	0.854	1693	0.987
FCIG8	-2.77	2	-1.05	0.146	310	0.916	0.854	1692	0.987
WVTK291	-2.76	2	-1.05	0.147	311	0.916	0.853	1691	0.987
MER26	-2.76	2	-1.05	0.147	312	0.916	0.853	1690	0.987
OMHSF067	-2.76	2	-1.05	0.148	313	0.916	0.852	1689	0.987
FPWU486	-2.74	2	-1.04	0.15	314	0.916	0.85	1688	0.987
AUGB924	-2.74	2	-1.04	0.15	315	0.916	0.85	1687	0.987
KWBQ3	-2.74	2	-1.04	0.15	316	0.916	0.85	1686	0.987
UEG50	-2.74	2	-1.03	0.151	317	0.916	0.849	1685	0.987
CCTWF356	-2.74	2	-1.03	0.151	318	0.916	0.849	1684	0.987
XVRL427	-2.74	2	-1.03	0.151	319	0.916	0.849	1683	0.987
YXGJ65	-2.73	2	-1.03	0.151	320	0.916	0.849	1682	0.987
GNKH861	-2.73	2	-1.03	0.151	321	0.916	0.849	1681	0.987
YZPD1	-2.73	2	-1.03	0.152	322	0.916	0.848	1680	0.987
OPL085	-2.73	2	-1.03	0.152	323	0.916	0.848	1679	0.987
JSPIO5	-2.72	2	-1.03	0.152	324	0.916	0.848	1678	0.987
CGEO2	-2.72	2	-1.03	0.152	325	0.916	0.848	1677	0.987
YDQJX057	-2.72	2	-1.02	0.153	326	0.916	0.847	1676	0.987
OGBQ143	-2.72	2	-1.02	0.153	327	0.916	0.847	1675	0.987
DTJQ2	-2.71	2	-1.02	0.153	328	0.916	0.847	1674	0.987
DISH40	-2.71	2	-1.02	0.154	329	0.916	0.846	1673	0.987
LEXIW3	-2.70	2	-1.02	0.154	330	0.916	0.846	1672	0.987
QNK7	-2.70	2	-1.02	0.155	331	0.916	0.845	1671	0.987
DBDN3	-2.70	2	-1.01	0.155	332	0.916	0.845	1670	0.987
PJSO475	-2.69	2	-1.01	0.156	333	0.916	0.844	1669	0.987
OLM06	-2.69	2	-1.01	0.156	334	0.916	0.844	1668	0.987
UJTQ017	-2.69	2	-1.01	0.156	335	0.916	0.844	1667	0.987
OJG31	-2.69	2	-1.01	0.156	336	0.916	0.844	1666	0.987
GVPQ398	-2.68	2	-1.01	0.157	337	0.916	0.843	1665	0.987
ASU18	-2.68	2	-1.01	0.157	338	0.916	0.843	1664	0.987
BGHW3	-2.68	2	-1.00	0.158	339	0.916	0.842	1663	0.987
LMN271	-2.67	2	-1.00	0.158	340	0.916	0.842	1662	0.987
WNM189	-2.67	2	-1.00	0.159	341	0.916	0.841	1661	0.987
ZBXSJ8	-2.67	2	-1.00	0.159	342	0.916	0.841	1660	0.987
LXCK01	-2.67	2	-1.00	0.159	343	0.916	0.841	1659	0.987
IYP7	-2.66	2	-1.00	0.16	344	0.916	0.84	1658	0.987
BMY0	-2.65	2	-0.99	0.161	345	0.916	0.839	1657	0.987
IYEW460	-2.65	2	-0.99	0.161	346	0.916	0.839	1656	0.987
ACJYN2	-2.65	2	-0.99	0.161	347	0.916	0.839	1655	0.987
LGSPH2	-2.65	2	-0.99	0.161	348	0.916	0.839	1654	0.987
FZS29	-2.64	2	-0.99	0.162	349	0.916	0.838	1653	0.987
WQCB87	-2.62	2	-0.97	0.165	350	0.916	0.835	1652	0.987
